Title,Operating Temperature (⊥),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,C wt. %,Pure_0/Supported_1,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),CCM_0/GDE_1,Membrane Thickness (米m),EW,Current at 1.5 V,Current at 1.6 V,Current at 1.7 V,Current at 1.8 V,Current at 1.9 V,Current at 2.0 V,Minimum Stability Current Density (A cm-2),Maximum Stability Current Density (A cm-2),Fluctuation period (h),Stability Test Time (h-1),CL_2V_2A
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,90,3,2,5,85.52915767,0,14.47084233,0,0,0.5,30,0.5,4.276457883,0.8,0,120,906.4787134,0.20915,0.63599,1.12849,1.55696,1.84076,2.12456,0,0,0,0,1
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,100,3,2,5,85.52915767,0,14.47084233,0,0,0.5,30,0.5,4.276457883,0.8,0,120,918.6766929,0.29074,0.74587,1.23577,1.64668,1.9812,2.31572,0,0,0,0,1
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,110,3,2,5,85.52915767,0,14.47084233,0,0,0.5,30,0.5,4.276457883,0.8,0,120,901.8686384,0.34698,0.77382,1.25983,1.73641,2.13366,2.53091,0,0,0,0,1
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,120,3,2,5,85.52915767,0,14.47084233,0,0,0.5,30,0.5,4.276457883,0.8,0,120,901.0009666,0.3109,0.7605,1.22374,1.70292,2.11383,2.52474,0,0,0,0,1
Magnetron sputtered Ir thin film on TiC-based support sublayer as low-loading anode catalyst for proton exchange membrane water electrolysis,80,8,1,4.62,100,0,0,0,0,0.1875,66.67,0.422209462,0.08,0.6,0,125,1100,0.091,0.4,0.82265,1.26616,1.68624,2.02864,0,0,0,0,1
Magnetron sputtered Ir thin film on TiC-based support sublayer as low-loading anode catalyst for proton exchange membrane water electrolysis,80,8,1,4.62,100,0,0,0,0,0.09375,66.67,0.410094259,0.16,0.6,0,125,1100,0.11813,0.46669,0.94802,1.424,1.84737,2.23334,0,0,0,0,1
Magnetron sputtered Ir thin film on TiC-based support sublayer as low-loading anode catalyst for proton exchange membrane water electrolysis,80,8,1,4.62,100,0,0,0,0,0.0625,66.67,0.328723974,0.24,0.6,0,125,1100,0.128,0.49588,0.95994,1.47785,1.95219,2.37391,0,0,0,0,1
Operando current mapping on PEM water electrolysis cells. Influence of mechanical stress,80,1,2000,250,85.52915767,0,14.47084233,0,0,2.170319628,46,1.873798728,0.855291577,0.5,0,175,1100,0.1203,0.34616,0.6,0.83555,1.07555,1.31555,0,0,0,0,0
SPE water electrolysis with SPEEK/PES blend membrane,80,1,13.25486226,4,100,0,0,0,0,0.15,20,0.5,5,0.3,0,125,602.4096386,0.12716,0.36668,0.64859,1.0123,1.343,1.66186,0,0,0,0,0
SPE water electrolysis with SPEEK/PES blend membrane,80,1,5.411068459,4,100,0,0,0,0,0.15,20,0.5,5,0.3,0,125,1100,0.28734,0.66091,1.08524,1.54013,1.93391,2.33212,0,0,0,0,1
Solid Polymer Electrolyte Water Electrolyser Based on Nafion-TiO2?Composite Membrane for High Temperature Operation,80,1,2,5.14045926,85.52915767,0,14.47084233,0,0,0.5,30,0.5,4.276457883,0.8,0,125,1092.791857,0.24654,0.52445,0.9357,1.33316,1.68616,1.99984,0,0,0,0,0
Solid Polymer Electrolyte Water Electrolyser Based on Nafion-TiO2?Composite Membrane for High Temperature Operation,80,3,2,5.096994823,85.52915767,0,14.47084233,0,0,0.5,30,0.5,4.276457883,0.8,0,125,1089.811597,0.25716,0.56806,0.9719,1.39872,1.77692,2.09904,0,0,0,0,1
Solid Polymer Electrolyte Water Electrolyser Based on Nafion-TiO2?Composite Membrane for High Temperature Operation,120,1,2,5.214930901,85.52915767,0,14.47084233,0,0,0.5,30,0.5,4.276457883,0.8,0,125,1104.744499,0.35596,0.46904,0.59175,0.70888,0.86201,0.99994,0,0,0,0,0
Solid Polymer Electrolyte Water Electrolyser Based on Nafion-TiO2?Composite Membrane for High Temperature Operation,120,3,2,4.570086079,85.52915767,0,14.47084233,0,0,0.5,30,0.5,4.276457883,0.8,0,125,1107.432325,0.41098,0.63945,0.85818,1.07521,1.26638,1.4673,0,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",25,1,0.176042236,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.00296,0.25183,0.76589,1.31871,1.95415,2.662,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",40,1,1.184692713,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.04172,0.38442,0.96478,1.6553,2.38559,3.2036,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",50,1,5.629181396,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.09068,0.53334,1.21365,2.00923,2.866,3.85536,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",60,1,4.501619343,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.16819,0.72101,1.50026,2.41823,3.39128,4.36433,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",70,1,3.401700251,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.30079,0.96478,1.86031,2.8609,3.8829,4.9049,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",80,1,4.819154086,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.49458,1.26261,2.20812,3.25868,4.3531,5.44752,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",90,1,4.41005401,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.74345,1.5176,2.46821,3.57385,4.67949,5.78513,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",25,1,0.54385014,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.02664,0.32456,0.85623,1.47316,2.06901,2.66486,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",40,1,0.836984731,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.06017,0.46059,1.12829,1.83526,2.53745,3.23963,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",50,1,3.343019649,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.11573,0.62632,1.39652,2.20599,3.0011,3.75884,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",60,1,1.525835128,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.1962,0.81408,1.61781,2.49913,3.25687,3.98013,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",70,1,3.070466907,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.34085,1.08614,2.0144,2.95033,3.79333,4.63633,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",80,1,5.515116088,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.55831,1.3582,2.3928,3.34596,4.21004,5.07412,0,0,0,0,1
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",90,1,4.41005401,5,74.37742114,16.76812396,8.854454898,0,0,0.176,30,0.333,0.36458218,0.1,0,90,980,0.80546,1.62643,2.7118,3.65251,4.59322,5.53393,0,0,0,0,1
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,90,1,15,4,85.52915767,0,14.47084233,0,0,0,46.3,0.465464548,0.023366566,0.4,1,50.8,1100,0.21671,0.53256,0.74124,0.90551,1.05215,1.19879,0,0,0,0,0
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,90,1,15,4,85.52915767,0,14.47084233,0,0,0,46.3,0.361993039,0.04663905,0.4,1,50.8,1100,0.37252,0.84347,1.26506,1.58937,1.88758,2.27816,0,0,0,0,1
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,90,1,15,4,85.52915767,0,14.47084233,0,0,0,46.3,0.37254426,0.085546263,0.4,1,50.8,1100,0.43879,1.0169,1.53649,1.92707,2.24291,2.70046,0,0,0,0,1
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,90,1,15,4,85.52915767,0,14.47084233,0,0,0,46.3,0.373892784,0.224573909,0.4,1,50.8,1100,0.4127,0.87026,1.24321,1.49207,1.72261,2.09627,0,0,0,0,1
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,90,1,15,4,85.52915767,0,14.47084233,0,0,0,46.3,0.438682321,0.462011404,0.4,1,50.8,1100,0.40777,0.68766,0.83007,0.98094,1.22558,1.49207,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,25,4,85.52915767,0,14.47084233,0,0,0.15,40,0.2,1.282937365,0.6,0,175,1100,0.06959,0.3135,0.65346,1.02328,1.3931,1.76292,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,25,4,85.52915767,0,14.47084233,0,0,0.15,40,0.2,1.214514039,0.6,0,175,1100,0.10502,0.36914,0.72402,1.13103,1.53804,1.94505,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,25,4,85.52915767,0,14.47084233,0,0,0.15,40,0.2,0.641468683,0.6,0,175,1100,0.01756,0.11387,0.29284,0.52392,0.755,0.98608,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,25,4,85.52915767,0,14.47084233,0,0,0.15,40,0.2,0.641468683,0.6,0,175,1100,0.03563,0.21441,0.51565,0.8513,1.18695,1.5226,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,25,4,85.52915767,0,14.47084233,0,0,0.15,40,0.2,0.641468683,0.6,0,175,1100,0.05197,0.27324,0.56217,0.86033,1.15849,1.45665,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,45,22.7,85.52915767,0,14.47084233,0,0,0.15,40,0.2,0.855291577,0.6,0,175,1100,0.0684,0.23904,0.45398,0.68357,0.90621,1.12885,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,45,22.7,85.52915767,0,14.47084233,0,0,0.15,40,0.2,0.855291577,0.6,0,175,1100,0.04343,0.3008,0.60547,0.93418,1.26289,1.5916,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,25,4,85.52915767,0,14.47084233,0,0,0.15,40,0.2,0.855291577,0.6,1,175,1100,0.03519,0.14295,0.2728,0.399,0.5252,0.6514,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,95,63.5,85.52915767,0,14.47084233,0,0,0.15,40,0.2,0.855291577,0.6,1,175,1100,0.03277,0.11844,0.22377,0.34998,0.48468,0.61938,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,45,22.7,85.52915767,0,14.47084233,0,0,0.15,40,0.2,2.993520518,0.6,1,175,1100,0.01675,0.07937,0.16019,0.25945,0.36357,0.46769,0,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",60,1,95,63.5,85.52915767,0,14.47084233,0,0,0.15,40,0.2,0.829632829,0.6,0,175,1100,0.07635,0.24236,0.44494,0.65469,0.86444,1.07419,0,0,0,0,0
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",120,2.5,15,6.25,85.52915767,0,14.47084233,0,0,0,46.5,0.566669369,0.02736933,0.4,1,50,1100,0.25547,0.28819,0.32389,0.36434,0.40837,0.46786,0,0,0,0,0
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",120,2.5,15,6.25,85.52915767,0,14.47084233,0,0,0,46.5,0.550215476,0.086718013,0.4,1,50,1100,0.31021,0.37267,0.44347,0.53628,0.62314,0.74569,0,0,0,0,0
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",120,2.5,15,6.25,85.52915767,0,14.47084233,0,0,0,46.5,0.427561377,0.338609935,0.4,1,50,1100,0.72665,1.11812,1.52683,1.8588,2.13068,2.36449,0,0,0,0,1
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",120,2.5,15,6.25,85.52915767,0,14.47084233,0,0,0,46.5,0.430129594,0.885714298,0.4,1,50,1100,0.57435,0.84088,1.14013,1.45306,1.77135,2.0819,0,0,0,0,1
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",120,2.5,15,6.25,85.52915767,0,14.47084233,0,0,0,46.5,0.57162082,2.305618056,0.4,1,50,1100,0.43811,0.57673,0.69631,0.7921,0.88728,0.96879,0,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",30,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.5,0,90,1000,0.04431,0.31694,0.76755,1.3484,2.01434,2.74106,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",40,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.5,0,90,1000,0.08599,0.40724,0.92992,1.59846,2.38421,3.1335,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",50,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.5,0,90,1000,0.13808,0.5531,1.13482,1.88411,2.75408,3.61103,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",60,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.5,0,90,1000,0.1867,0.69983,1.36143,2.20883,3.0953,4.01997,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",70,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.5,0,90,1000,0.30652,0.87522,1.6054,2.55265,3.57196,4.59127,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",80,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.5,0,90,1000,0.41418,1.07578,1.86848,2.88084,4.00087,5.1209,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",90,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.5,0,90,1000,0.5505,1.21209,2.05341,3.03626,4.15281,5.26936,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",30,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.1,0,90,1000,0.02252,0.32817,0.79211,1.33352,1.99113,2.64537,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",40,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.1,0,90,1000,0.05031,0.45447,0.99251,1.64001,2.38519,3.10931,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",50,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.1,0,90,1000,0.08567,0.54625,1.17186,1.89683,2.72957,3.53537,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",60,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.1,0,90,1000,0.15219,0.7256,1.45309,2.24794,3.14131,3.99595,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",70,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.1,0,90,1000,0.24397,0.86958,1.6577,2.50139,3.49664,4.49189,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",80,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.1,0,90,1000,0.35932,1.11208,1.94566,2.9266,3.93616,4.94572,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",90,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.1,0,90,1000,0.51088,1.299,2.19911,3.19772,4.20645,5.21518,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",30,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.00372,0.17296,0.54745,1.03338,1.62319,2.24232,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",40,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.00791,0.24836,0.72758,1.28891,1.95831,2.70646,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",50,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.02886,0.35644,0.90687,1.55533,2.32526,3.14547,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",60,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.07242,0.50054,1.13726,1.88626,2.73914,3.63474,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",70,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.15118,0.67312,1.39698,2.1887,3.12369,4.12402,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",80,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.22323,0.82812,1.60895,2.50874,3.47305,4.43736,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",90,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.35979,1.02584,1.86112,2.81454,3.76125,4.70796,0,0,0,0,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",80,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,1.367183177,0.1,0,90,1000,0.27329,1.10838,1.96945,3.04084,4.17162,5.3024,1,1,0,1000,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",80,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.08937,0.5814,1.30892,2.17153,3.36382,4.36153,1,1,0,1000,1
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",80,1,4,5,74.37742114,16.76812396,8.854454898,0,0,0.2,30,0.3,0.36458218,0.1,0,90,1000,0.12384,0.72457,1.51882,2.40922,3.41717,4.28858,3,3,0,1000,1
"Enhancing PEM water electrolysis efficiency by reducing the extent
of Ti gas diffusion layer passivation",60,1,18.4106625,4,85.52915767,0,14.47084233,0,0,0.176,40,0.299,0.74838013,1,0,175,1100,0.03284,0.2724,0.58433,0.8683,1.15227,1.43624,0,0,0,0,0
"Enhancing PEM water electrolysis efficiency by reducing the extent
of Ti gas diffusion layer passivation",60,1,22.65314054,4,85.52915767,0,14.47084233,0,0,0.176,40,0.299,0.74838013,1,0,175,1100,0.01968,0.13864,0.30584,0.51252,0.7192,0.92588,0,0,0,0,0
"Low-Cost Nanostructured Iron Sulfide Electrocatalysts for PEM Water
Electrolysis",80,1,3.33,6.25,84.5,0,15.5,0,0,0.24,45.01864041,0.428571429,1.69,2,0,125,1100,0.24705,0.80459,1.37089,1.87038,2.36987,2.86936,0,0,0,0,1
"Low-Cost Nanostructured Iron Sulfide Electrocatalysts for PEM Water
Electrolysis",90,1,3.33,6.25,84.5,0,15.5,0,0,0.24,44.79338126,0.428571429,1.69,2,0,125,1100,0.38805,0.86219,1.42618,1.96668,2.50718,3.04768,0,0,0,0,1
"Low-Cost Nanostructured Iron Sulfide Electrocatalysts for PEM Water
Electrolysis",100,1,3.33,6.25,84.5,0,15.5,0,0,0.24,44.70119726,0.428571429,1.69,2,0,125,1100,0.3945,0.9009,1.53539,2.16988,2.80437,3.43886,0,0,0,0,1
"Low-Cost Nanostructured Iron Sulfide Electrocatalysts for PEM Water
Electrolysis",120,1,3.33,6.25,84.5,0,15.5,0,0,0.24,43.93130182,0.428571429,1.69,2,0,125,1100,0.418,0.99674,1.76808,2.53942,3.31076,4.0821,0,0,0,0,1
"Nitrogen doped CNTs supported Palladium
electrocatalyst for hydrogen evolution reaction in
PEM water electrolyser",80,1,50,25,0,75.9,24.1,0,0,0.432355306,30,0.551156983,3,0.7,1,125,1100,0.28716,0.55315,0.83069,1.02693,1.30748,1.4726,0,0,0,0,0
"Platinum and palladium nano-particles supported by
graphitic nano-fibers as catalysts for PEM water electrolysis",90,1,16.06912344,7,100,0,0,0,0,0.367998738,40,0.690019981,2,0.8,1,125,1100,0.15216,0.48486,0.90539,1.34125,1.84878,2.35631,0,0,0,0,1
"Self-assembled RuO2@IrOx core-shell nanocomposite as high efficient anode
catalyst for PEM water electrolyzer",80,1,40,3.645,85.52915767,0,14.47084233,0,0,0.402491773,40,0.457914718,2.138228942,0.5,0,175,1100,0.15264,0.49186,0.84588,1.1999,1.55392,1.90794,0,0,0,0,0
"Self-assembled RuO2@IrOx core-shell nanocomposite as high efficient anode
catalyst for PEM water electrolyzer",80,1,40,3.645,0,75.66401816,24.33598184,0,0,0.419722608,40,0.450187228,1.891600454,0.5,0,175,1100,0.21552,0.57998,0.95576,1.33154,1.70732,2.0831,0,0,0,0,1
"Self-assembled RuO2@IrOx core-shell nanocomposite as high efficient anode
catalyst for PEM water electrolyzer",80,1,40,3.645,34.61,48.47,16.92,0,0,0.409308137,40,0.430455139,2.077,0.5,0,175,1100,0.36187,0.78351,1.22987,1.76612,2.2324,2.64318,0,0,0,0,1
"Self-assembled RuO2@IrOx core-shell nanocomposite as high efficient anode
catalyst for PEM water electrolyzer",80,1,40,3.645,34.61,48.47,16.92,0,0,0.409308137,40,0.430455139,2.077,0.5,0,175,1100,0.36187,0.78351,1.22987,1.76612,2.2324,2.64318,0,0,0,0,1
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",80,1,40,3.645,85.71428571,0,14.28571429,0,0,0.583695267,40,0.477445702,0.857142857,0.5,0,175,1100,0.04469,0.25003,0.46435,0.70745,0.95177,1.19609,0,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",80,1,40,3.645,34.28571429,0,15.0234511,0,1,0.336870784,40,0.269741992,0.342857143,0.5,0,175,1100,0.03795,0.16124,0.31677,0.48762,0.65519,0.82276,0,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",80,1,40,3.645,34.28571429,0,15.33368323,0,1,0.394818831,40,0.253866368,0.342857143,0.5,0,175,1100,0.07796,0.23002,0.40556,0.6009,0.80399,1.00708,0,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",80,1,40,3.645,34.28571429,0,16.02060897,0,1,0.318160019,40,0.236312215,0.342857143,0.5,0,175,1100,0.05918,0.20777,0.37005,0.54763,0.72521,0.90279,0,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",80,1,40,3.645,34.28571429,0,16.81318675,0,1,0.302852659,40,0.225395849,0.342857143,0.5,0,175,1100,0.0702,0.239,0.42883,0.65417,0.8985,1.14283,0,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",80,1,40,3.645,51.42857143,0,15.97069593,0,1,0.283960741,40,0.324856585,0.514285714,0.5,0,175,1100,0.08369,0.26034,0.49162,0.78104,1.02259,1.26414,0,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",80,1,40,3.645,68.57142857,0,15.12820511,0,1,1.394017747,40,1.599086947,0.685714286,0.5,0,175,1100,0.12847,0.33305,0.55982,0.84471,1.11852,1.39233,0,0,0,0,0
An effective oxygen electrode based on Ir0.6Sn0.4O2 for PEM water electrolyzers,80,1,11.01091304,5,59,0,16,0,1,0.4,40,1.5,0.885,0.4,0,125,1100,0.19799,0.59138,1.04679,1.4963,2.02655,2.46572,0,0,0,0,1
An effective oxygen electrode based on Ir0.6Sn0.4O2 for PEM water electrolyzers,80,1,12.94077278,5,59,0,16,0,1,0.4,40,0,0.885,0.4,0,125,1100,0.14679,0.49488,0.94488,1.36534,1.80451,2.23038,0,0,0,0,1
An effective oxygen electrode based on Ir0.6Sn0.4O2 for PEM water electrolyzers,80,1,19.87895898,5,59,0,16,0,1,0.6,40,1.5,0.59,0.4,0,125,1100,0.23931,0.61176,1.05476,1.51848,1.96937,2.34775,0,0,0,0,1
An effective oxygen electrode based on Ir0.6Sn0.4O2 for PEM water electrolyzers,80,1,18.36534503,5,59,0,16,0,1,1.25,40,1.5,0.5,0.4,0,125,1100,0.16679,0.49929,0.94179,1.39515,1.79474,2.19482,0,0,0,0,1
